"episode_id","shot","start","end","purpose","action","camera","ai_source_layer","deterministic_overlay","storyboard_reuse_status","asset_status","high_risk","high_risk_reason","candidate_minimum","formal_filename","candidate_a_filename","candidate_b_filename","character_reference","approval_state","actual_formal_path","actual_formal_sha256","actual_width","actual_height","actual_preview_path","actual_preview_sha256","actual_candidate_file_count","actual_independent_candidate_count","candidate_contract_status","layer_separation_status","per_shot_qa_status","residual_visual_risk","source_inventory_path","source_episode_qa_path","actual_status"
"HC20260810-008","S04","14.50","19.80","口渴线索","普通水杯放在长椅一侧，人物看向杯子","水杯前景与侧脸中景拉焦","人物只做转眼动作，不喝水","后期确定性叠加：近期饮水 / 当下口渴","new","new","yes","杯+水","2","HC20260810-008-v01-S04-firstframe.png","HC20260810-008-v01-S04-candidate-a.png","HC20260810-008-v01-S04-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S04-firstframe.png","6c9b2689e407458d1bc761769a300db31ab55243fd80da2588584aab3420378b","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S04-storyboard-with-copy.png","d9aece0ee385d76a409234e3368f46aede4bf7cd38d9971af1e5d3e2c10f28a6","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S05","19.80","25.20","场景线索","零食摊、休息铃色块、午后日光三张环境板","无相机运动，三板错位切换","无AI动态源；无字场景剪影板","后期确定性叠加：看到食物 / 暂停 / 固定时点","deterministic-board","deterministic-board","yes","食","2","HC20260810-008-v01-S05-firstframe.png","HC20260810-008-v01-S05-candidate-a.png","HC20260810-008-v01-S05-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S05-firstframe.png","c6034c67f12693a0470b16aa06868e8cfc344df45086021f7854735c22d661e8","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S05-storyboard-with-copy.png","49f174f4f18231515fc379b83540735d3bd8c00242c5018e330ad48eb6a2390b","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S06","25.20","30.70","三项点选","人物在黑屏手机依次点按三个空位","越肩近景固定","人物三次轻点；不生成界面","后期确定性叠加：后期饿 / 渴 / 场景点选","new","new","yes","手+手机","2","HC20260810-008-v01-S06-firstframe.png","HC20260810-008-v01-S06-candidate-a.png","HC20260810-008-v01-S06-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S06-firstframe.png","8dcbb571e735c6e6dd6ff38d2841ec7596d836f5f48ad3aebf680a2f78072664","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S06-storyboard-with-copy.png","8b76b43f7a14d6d4a562ff44034969dadaf1730954dc731038e32b60e12dfde2","5","5","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","REMEDIATED-2026-08-14: prior ~2.50 phone replaced by ~2.05 blank-screen candidate; independent final review pending.","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S07","30.70","36.20","自主下一步","三个独立结果板：吃一份、喝适量水、离开位置","无相机运动，不让人物三选一连续表演","无AI动态源；三个确定性结果板","后期确定性叠加：记录后自主决定","deterministic-board","deterministic-board","yes","水","2","HC20260810-008-v01-S07-firstframe.png","HC20260810-008-v01-S07-candidate-a.png","HC20260810-008-v01-S07-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S07-firstframe.png","2f6d97df70fb1d476a3a77cfb3c5099b63df725f740a836752719576e24140cd","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S07-storyboard-with-copy.png","02d0553d71f760acd1cb4bd4fff1c68f91201684874f84d06adc71385b952033","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S08","36.20","41.80","事实边界","饿与渴两个色块错开，不做因果箭头","顶视确定性图形板","无AI动态源；禁止因果路径","后期确定性叠加：口渴与饥饿可能不同步","deterministic-board","deterministic-board","no","","1","HC20260810-008-v01-S08-firstframe.png","HC20260810-008-v01-S08-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S08-firstframe.png","3c98beb544d663af85a44bc401bbb3ff5d564001320032188a17a4b1a7862737","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S08-storyboard-with-copy.png","e85923b8badea905b169dd18e76a3eb293608411d737338caac5344c4406262a","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S09","41.80","48.20","避免极端","人物把大水壶留在远处，只拿普通杯；零食保持未隐藏","环境中景固定","人物拿起普通杯后停住","后期确定性叠加：不大量喝水 / 不长时间强忍","new","new","yes","食+杯+水","2","HC20260810-008-v01-S09-firstframe.png","HC20260810-008-v01-S09-candidate-a.png","HC20260810-008-v01-S09-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S09-firstframe.png","b56dfa9702d007b1811e1fef74de6c09d6a2236c2ee6eb0b5571a50c13ffee3c","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S09-storyboard-with-copy.png","76dee0dfe16ea0af5974864bd7be77b15726ae319157510ee98dd3a8c96e95a1","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-008","S10","48.20","56.00","线索参照","三类形状沿社区步道短线排列","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：三类线索 / 下次参照","deterministic-board","deterministic-board","no","","1","HC20260810-008-v01-S10-firstframe.png","HC20260810-008-v01-S10-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/HC20260810-008-v01-S10-firstframe.png","8073574da8f41c7f56985ef09736c516a4e73841507594fb704317cb021b0320","1080","1920","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/storyboard_with_copy/HC20260810-008-v01-S10-storyboard-with-copy.png","8c48a350ee1aa53e004dcfb22322394619aed0ffb89f52f6c02da394cc618689","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-008/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-008/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S01","00.00","04.00","工作对比钩子","同一办公位在较早与较晚日光下匹配切换","固定广角匹配构图","两段环境动态源：人物坐定准备开始","后期确定性叠加：同一难任务 / 两个时点","new","new","yes","cover","2","HC20260810-009-v01-S01-firstframe.png","HC20260810-009-v01-S01-candidate-a.png","HC20260810-009-v01-S01-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S01-firstframe.png","a7478087be87307fb311fdf9c9cf38b2ca0edd390c7855b5f255def244be9f29","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S01-storyboard-with-copy.png","91d03d03b1dc4067bfaaffd0997c948610a694ef06dda0b6e9d043bfae69e423","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S02","04.00","09.30","拒绝统一时段","黄金色时钟轮廓淡出，个人路径色块留下","无相机运动","无AI动态源；确定性图形板","后期确定性叠加：不追统一黄金时段","deterministic-board","deterministic-board","no","","1","HC20260810-009-v01-S02-firstframe.png","HC20260810-009-v01-S02-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S02-firstframe.png","c3dd0d51f8c94117ab0a3edf1d83f5a3de52b2f0f17ef7cb2a4742ae4448361c","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S02-storyboard-with-copy.png","29cf3a0ee18209b68883eeb456c42632ce862af39879caa800107b8512034db5","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S03","09.30","14.60","截取小段","人物从纯色任务卡中只拖出一个小色块","越肩中景，屏幕纯色无界面","人物完成一次拖动；任务卡由后期叠加","后期确定性叠加：只截同类任务一小段","new","new","yes","屏幕","2","HC20260810-009-v01-S03-firstframe.png","HC20260810-009-v01-S03-candidate-a.png","HC20260810-009-v01-S03-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S03-firstframe.png","86fc24aa09c3af1a6f29257659c3da062814161bfd49dd1289dee85b130eef6e","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S03-storyboard-with-copy.png","c00a430a9d205b8137dbf0e858f862f269f748f6263d64746c3e44fc35403ad7","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S04","14.60","19.90","记录开始","人物坐直，手离键盘，准备开始","侧面半身中景固定","人物只做坐直动作","后期确定性叠加：开始时间 / 任务类型","new","new","yes","手+盘+键盘","2","HC20260810-009-v01-S04-firstframe.png","HC20260810-009-v01-S04-candidate-a.png","HC20260810-009-v01-S04-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S04-firstframe.png","1b607d4b6c9f4d2fe3d9f9f3a4e5bac70d9b76738ec25fd922a7c4bfdce5d92a","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S04-storyboard-with-copy.png","9d400e9689280451db2fa0a0bd2e6de02dc63c0d03aac0c4949d3381418576e4","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","CLOSED-preview-safe-zone-2026-08-14: deterministic copy board repositioned; subject/action restored; formal image unchanged.","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S05","19.90","25.30","记录清醒感","人物看向窗外一秒再回到屏幕","三分之二侧脸近景","人物只做一次视线往返","后期确定性叠加：开始前主观清醒感","new","new","yes","屏幕","2","HC20260810-009-v01-S05-firstframe.png","HC20260810-009-v01-S05-candidate-a.png","HC20260810-009-v01-S05-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S05-firstframe.png","16602795c6cf4c78470b357a70d923d111655177e89e779ea7a46e4127eda738","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S05-storyboard-with-copy.png","c59780d63cfe799d55c06b58b8ff50ade3c36c7ed7ea7a6211174d256ef78795","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S06","25.30","30.80","记录完成反馈","人物完成小段后收回双手","桌面手部转正面中景，不跟随走动","人物结束输入并收手","后期确定性叠加：启动 / 返工 / 完成感","new","new","yes","手","2","HC20260810-009-v01-S06-firstframe.png","HC20260810-009-v01-S06-candidate-a.png","HC20260810-009-v01-S06-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S06-firstframe.png","f90c94131ea232d5ef63d6a80f82fba8c628440a40827131bb28e6925b2d622f","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S06-storyboard-with-copy.png","e0f02fbd655171624bc49281259c2b1e1269189b3ff8b40f56cceb49b61e75a7","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S07","30.80","36.30","换时点再比","第二个下午人物在同构图重新开始同类小段","固定中景，光线匹配切换","人物只完成开始输入动作","后期确定性叠加：下次换时点","new","new","no","","1","HC20260810-009-v01-S07-firstframe.png","HC20260810-009-v01-S07-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S07-firstframe.png","f024a4eecb0aed79318f74d3f84ecfacd3ab1df7b9acc5e47beeb18484cb91ad","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S07-storyboard-with-copy.png","1ff7edc13f54d9147ea7795ef5f25849ce643de3668b68fd9909f800e0df287d","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S08","36.30","41.90","保留不确定并暂停","两次记录色块并列，困倦状态旁出现中性暂停图形","无相机运动","无AI动态源；确定性对照与暂停信息板","后期确定性叠加：一两次不成规律 / 困倦就暂停","deterministic-board","deterministic-board","no","","1","HC20260810-009-v01-S08-firstframe.png","HC20260810-009-v01-S08-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S08-firstframe.png","02814fc8681c0301fde040fe307a99767d8597c085a5f5f8583fd9a46ddcabd4","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S08-storyboard-with-copy.png","ee01dca71ef337bdf9b817a4f617ceb9f090cd2f6b91b6ebbe0aab4f2685a4a4","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S09","41.90","48.30","影响因素","人物在普通办公位停下输入，视线转向窗光","办公位侧面中景固定","人物只完成停手并转移视线一次","后期确定性叠加：睡眠 / 环境 / 任务类型","new","new","yes","手","2","HC20260810-009-v01-S09-firstframe.png","HC20260810-009-v01-S09-candidate-a.png","HC20260810-009-v01-S09-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S09-firstframe.png","02910c7d2ff8c6cc44f41d6c28693a6d86c5e31a697c76558262c6369020d144","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S09-storyboard-with-copy.png","a6c1175fca3c61264bd68350abffafa625c9d85c9dc63f996f9dc42739f1675b","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","CLOSED-preview-safe-zone-2026-08-14: deterministic copy board repositioned; subject/action restored; formal image unchanged.","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-009","S10","48.30","56.00","排活依据","一周日程色块中仅移动一个难任务块","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：个人对比 / 下周排活","deterministic-board","deterministic-board","no","","1","HC20260810-009-v01-S10-firstframe.png","HC20260810-009-v01-S10-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/HC20260810-009-v01-S10-firstframe.png","58315c7deb5b976a3594bcc4864ad7b918bd7f76a756347e6c8b6a8db3490c21","1080","1920","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/storyboard_with_copy/HC20260810-009-v01-S10-storyboard-with-copy.png","28160f722fac557a0f9475f48be348aeecc825d08f1e03de5a113d71404b1e7c","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-009/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-009/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S01","00.00","04.00","每周总结钩子","周末客厅里七块记录色板围成一圈，重复与例外用不同位置表示","俯视确定性构图，低幅淡入","无AI动态源；七块无字记录板","后期确定性叠加：七天回看 / 重复与例外","deterministic-board","deterministic-board","yes","cover","2","HC20260810-010-v01-S01-firstframe.png","HC20260810-010-v01-S01-candidate-a.png","HC20260810-010-v01-S01-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S01-firstframe.png","fa3fc013426f3ca11f9fde3b943d91655d00a4fb4820dc329274f1b142424a7e","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S01-storyboard-with-copy.png","dc89cdc9f8f4d3b7c58bda3a3e8aa1fa2da3b660d7c59928853919ef0139fece","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S02","04.00","09.30","不打分","人物坐在沙发上放松看向黑屏手机","正面中远景固定","人物只抬起手机看一眼","后期确定性叠加：这一周不打分","new","new","yes","手+手机","2","HC20260810-010-v01-S02-firstframe.png","HC20260810-010-v01-S02-candidate-a.png","HC20260810-010-v01-S02-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S02-firstframe.png","594b0065fbbbbc7869e7aa31f758b04b83177a60323d1fca75b9a7a5c5cad0c1","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S02-storyboard-with-copy.png","eb2dcb536aeceb6551f5f0aecf9447e2715415e0f710a9466bd2d0a5868bab93","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;static-phone-back-restriction-disclosed;pending-independent-final-review","RESTRICTION: static phone-back prop only; no visible screen, UI, or outer-ratio evidence; must not be used for phone-screen tracking.","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S03","09.30","15.00","字段一","夜晚关灯与早晨拉帘两张生活板上下切换","无相机运动","无AI动态源；确定性日夜剪影板","后期确定性叠加：前一晚大致睡起","deterministic-board","deterministic-board","no","","1","HC20260810-010-v01-S03-firstframe.png","HC20260810-010-v01-S03-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S03-firstframe.png","5ec322b7b2feb1cec215a656a5acd514c10b1a2db569273f87971fc4d74464c0","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S03-storyboard-with-copy.png","36b177c0cae3ad52510f4b64c6a383c7a726045290a806e64adf55931ed8390a","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S04","15.00","20.70","字段二","午餐后人物收好餐具并离开餐桌","餐桌侧面全身中景","人物收一只餐具后离开一步","后期确定性叠加：午餐结束 / 饭后安排","new","new","yes","餐+餐具","2","HC20260810-010-v01-S04-firstframe.png","HC20260810-010-v01-S04-candidate-a.png","HC20260810-010-v01-S04-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S04-firstframe.png","8eec1b6dbbaa62c6f3d9109028124f9a93fbcd4d07ace5391b900ad9cb15ff78","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S04-storyboard-with-copy.png","fc13785c7a999adbf3ac9511c40385ff324c4937b8d50ba7c0e6560da0471e95","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S05","20.70","26.40","字段三","午后人物先倚椅发沉，另一时点顺畅完成一小事","相同房间两个机位硬切","两条独立人物源：短暂停顿；完成小动作","后期确定性叠加：发沉时点 / 做事较顺时点","new","new","no","","1","HC20260810-010-v01-S05-firstframe.png","HC20260810-010-v01-S05-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S05-firstframe.png","9d966931dde8e51774459f557e79c402888f9959826b4bc149bbd47ca1553d44","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S05-storyboard-with-copy.png","950066b3ce6a5050fad2d05056b58b31fed412e43a0d345d4b2b15f56393755c","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S06","26.40","32.10","缺失处理","七块色板中一块保持暖米白空白","无相机运动","无AI动态源；确定性缺失板","后期确定性叠加：漏记留空 / 不补猜","deterministic-board","deterministic-board","no","","1","HC20260810-010-v01-S06-firstframe.png","HC20260810-010-v01-S06-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S06-firstframe.png","6132c3cf3daeb2404c80e5054de3efed11d42a840d5c5d10971923bd67e713ef","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S06-storyboard-with-copy.png","10f6cbf2192edc23071d53dc0a51c49859f52d2a8a8685683863976f27861871","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S07","32.10","37.80","找重复例外","相同颜色色块靠拢，一块例外色保持距离","无相机运动","无AI动态源；确定性聚类板","后期确定性叠加：只圈重复与反常一天","deterministic-board","deterministic-board","no","","1","HC20260810-010-v01-S07-firstframe.png","HC20260810-010-v01-S07-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S07-firstframe.png","63898baefb20187b17e2a7c51e04f9673d689355ea521dc0d98b27495fec4fc2","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S07-storyboard-with-copy.png","6a64d4d2413ade77575c2fba89f2d922d8fb0c278fbf30b39bd00208df2bd944","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-010","S08","37.80","43.50","下周只改一项","人物在三个生活物件中只移动一个位置","俯拍家中置物台固定","人物只移动一个普通生活物件","后期确定性叠加：下一周只改一件","new","new","no","","1","HC20260810-010-v01-S08-firstframe.png","HC20260810-010-v01-S08-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S08-firstframe.png","8fa77c5df83c0d313e3a49bc9bfc634753a9fe6dc0bab6b68294ac53579c8d6e","1080","1920","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/storyboard_with_copy/HC20260810-010-v01-S08-storyboard-with-copy.png","be4787bf2257b5bd33b1b8508e0393095a8caa7fff7cc7c90dfc911757b27e03","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-010/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
